Sequence	Contig	Position	SexBias	P	Signif
9157127	CP020627.1	16385153	0	1	False
9157215	CP020636.1	27492337	0.0752688	0.712706	False
9157514	CP020638.1	1008186	0.0677419	0.575671	False
9157533	CP020629.1	28726833	0.145161	0.372693	False
9157580	CP020636.1	20697048	-0.0172043	1	False
9157963	CP020624.1	18094536	-0.244086	0.0958714	False
9158365	CP020624.1	29859024	0	1	False
9158736	CP020624.1	27718549	0.00107527	1	False
9158744	CP020625.1	33592865	-0.0322581	1	False
9159197	CP020629.1	1180678	0.17957	0.249411	False
9159221	CP020640.1	26668646	-0.341936	0.0144815	False
9159396	CP020636.1	6374636	0.00107527	1	False
9159690	CP020638.1	28909135	-0.12043	0.463325	False
9160093	CP020624.1	4591063	-0.207527	0.14489	False
9160094	CP020630.1	25787658	0	1	False
9160377	CP020628.1	8595453	-0.191398	0.0932656	False
9160704	CP020641.1	3667419	-0.158064	0.201356	False
9160812	CP020635.1	15030550	0	1	False
9160845	CP020643.1	15560859	0	1	False
9161060	CP020624.1	5741096	-0.345161	0.0144257	False
9161070	CP020630.1	25647586	0.0333334	0.973624	False
9161395	CP020642.1	5503530	0.272043	0.0400868	False
9161416	CP020627.1	4710734	-0.270968	0.034099	False
9161550	CP020626.1	13751243	0.0430107	0.927762	False
9161720	CP020621.1	3349652	-0.0301076	1	False
9161741	CP020644.1	11830931	-0.203226	0.0930909	False
9161776	CP020625.1	19060953	-0.0322581	1	False
9162069	CP020625.1	31523815	0	1	False
9162354	CP020641.1	17201832	0	1	False
9162752	CP020629.1	3914015	-0.158064	0.201356	False
9162826	CP020624.1	15569002	0	1	False
9163077	CP020630.1	6284792	0	1	False
9163133	CP020637.1	15197269	-0.476344	0.000516292	False
9163161	CP020631.1	714814	-0.0268817	1	False
9163292	CP020630.1	29248242	-0.141935	0.361634	False
9163437	CP020640.1	8496032	0	1	False
9163480	CP020630.1	9484808	0.0924731	0.540837	False
9163668	CP020622.1	18102526	0.00107527	1	False
9163831	CP020636.1	4550503	-0.0311828	1	False
9163837	CP020621.1	15337322	-0.369892	0.00327818	False
9163986	CP020628.1	23445653	0	1	False
9164459	CP020625.1	614146	0.0580645	0.810625	False
9164762	CP020622.1	15161972	0	1	False
9165012	CP020624.1	3547102	0	1	False
9165185	CP020624.1	8052424	0.167742	0.0969606	False
9165253	CP020630.1	32057282	-0.0946237	0.444854	False
9165295	CP020637.1	1821101	0.11828	0.491734	False
9165452	CP020624.1	32095536	0.0365591	0.957978	False
9165487	CP020627.1	476450	0.125806	0.32382	False
9165617	CP020635.1	19867321	0	1	False
9165746	CP020625.1	23495207	0	1	False
9166047	CP020627.1	10554339	0.112903	0.526105	False
9166297	CP020625.1	12835779	-0.175269	0.239889	False
9166369	CP020637.1	6489412	0.246237	0.0946772	False
9166430	CP020630.1	8170476	-0.150538	0.347698	False
9166554	CP020642.1	10072948	0	1	False
9167087	CP020622.1	15265550	0	1	False
9167272	CP020628.1	26834428	0	1	False
9167300	CP020640.1	16012507	0.00537634	1	False
9167493	CP020629.1	2520894	-0.109677	0.524624	False
9167580	CP020643.1	6084588	-0.189247	0.144928	False
9167676	CP020635.1	1984700	0	1	False
9167744	CP020622.1	19599840	-0.0311828	1	False
9167746	CP020636.1	2221209	0	1	False
9167772	CP020642.1	409402	0.0462366	0.911632	False
9167893	CP020629.1	5474256	0	1	False
9168123	CP020632.1	21558081	0.0204301	1	False
9168328	CP020637.1	18252122	-0.011828	1	False
9168449	CP020644.1	10142500	0	1	False
9168620	CP020632.1	19190336	0.0333334	0.973624	False
9168817	CP020632.1	27404082	0	1	False
9169435	CP020628.1	5488993	0	1	False
9169443	CP020628.1	25238445	0.133333	0.110857	False
9169622	CP020627.1	1816744	0.0580645	0.810625	False
9169623	CP020640.1	24715622	-0.209677	0.156167	False
9170170	CP020637.1	5768133	-0.201075	0.0508527	False
9170213	CP020632.1	26215297	0.155914	0.262188	False
9170339	CP020624.1	26398339	-0.267742	0.013006	False
9170560	CP020623.1	16892362	0.172043	0.204983	False
9170733	CP020644.1	13697131	-0.168817	0.132709	False
9170845	CP020624.1	5829613	0	1	False
9170953	CP020644.1	206918	0	1	False
9171211	CP020634.1	13253615	-0.0290322	1	False
9171347	CP020641.1	21257430	0.0182796	1	False
9171520	CP020642.1	21889347	-0.0129032	1	False
9171523	CP020624.1	626684	0.267742	0.013006	False
9171622	CP020623.1	34168800	-0.0408602	0.937829	False
9171656	CP020640.1	15275073	-0.0881721	0.637327	False
9171806	CP020637.1	12721239	0.0763441	0.713849	False
9171820	CP020630.1	16452443	-0.336559	0.00691067	False
9171873	CP020621.1	36371576	-0.137634	0.300646	False
9172166	CP020626.1	32639674	0.0817204	0.699265	False
9172360	CP020632.1	5238547	-0.0526882	0.870287	False
9172388	CP020631.1	10626173	-0.153763	0.305612	False
9172423	CP020625.1	27928041	-0.17957	0.249411	False
9172602	CP020633.1	22889536	0.0333334	0.973624	False
9172714	CP020632.1	17838888	-0.0322581	1	False
9172828	CP020644.1	17733089	0	1	False
9172842	CP020627.1	31004595	0	1	False
9172989	CP020623.1	20067053	-0.072043	0.695957	False
9173118	CP020625.1	31518752	0	1	False
9173299	CP020639.1	5539958	0.00430107	1	False
9173360	CP020633.1	31039594	0	1	False
9173389	CP020635.1	13595888	0.00537634	1	False
9173509	CP020644.1	22059904	0	1	False
9173914	CP020626.1	26715154	0.37957	0.0061022	False
9173929	CP020632.1	150879	0	1	False
9174035	CP020636.1	21285374	-0.267742	0.013006	False
9174321	CP020623.1	26024881	0.113978	0.522859	False
9174640	CP020627.1	3333973	0.0333334	0.973624	False
9174807	CP020636.1	30330102	0.155914	0.262188	False
9174910	CP020641.1	24101275	0	1	False
9174916	CP020629.1	29570479	0.072043	0.695957	False
9175104	CP020630.1	25407316	0	1	False
9175265	CP020642.1	18282705	0.104301	0.464368	False
9175294	CP020630.1	5223336	-0.206452	0.13588	False
9175307	CP020637.1	27288274	-0.219355	0.114679	False
9175331	CP020631.1	15799118	-0.0935484	0.499803	False
9175395	CP020633.1	14857952	0	1	False
9175409	CP020624.1	7458060	0	1	False
9175595	CP020641.1	32337834	0.0537634	0.861184	False
9175618	CP020633.1	10750511	0.190323	0.120525	False
9175907	CP020622.1	21061708	-0.209677	0.156167	False
9176222	CP020626.1	26722534	0.0333334	0.973624	False
9176349	CP020621.1	32368664	-0.0322581	1	False
9176717	CP020624.1	17333539	-0.0956989	0.366516	False
9176828	CP020636.1	30264643	0	1	False
9176960	CP020638.1	6089001	0.0741935	0.709715	False
9177292	CP020637.1	6464047	0.149462	0.356863	False
9177455	CP020641.1	25000500	-0.158064	0.201356	False
9177551	CP020636.1	14168932	-0.245161	0.0959889	False
9177684	CP020627.1	32498958	0	1	False
9177951	CP020641.1	10325592	0.088172	0.637327	False
9178544	CP020632.1	4110023	0.039785	0.942787	False
9178897	CP020626.1	16782282	-0.0268817	1	False
9179339	CP020623.1	16045897	0.00645161	1	False
9179427	CP020638.1	18674903	-0.268817	0.0201481	False
9179704	CP020639.1	1165458	-0.178495	0.250315	False
9179724	CP020627.1	1213567	0	1	False
9179915	CP020642.1	2397442	0.151613	0.336255	False
9180083	CP020625.1	658847	-0.0419355	0.932835	False
9180117	CP020633.1	30501384	-0.0548387	0.85102	False
9180135	CP020628.1	26059771	0.00430107	1	False
9180208	CP020632.1	1040094	0	1	False
9180322	CP020621.1	3003872	-0.225806	0.0177352	False
9180427	CP020638.1	19482254	0	1	False
9180622	CP020636.1	15870175	0	1	False
9181235	CP020632.1	1906048	-0.039785	0.942787	False
9181386	CP020638.1	11697884	0	1	False
9181389	CP020623.1	38256393	0.0548387	0.85102	False
9181451	CP020638.1	856881	-0.00752689	1	False
9181723	CP020639.1	3889911	-0.0258065	1	False
9182112	CP020638.1	11925502	0.117204	0.50241	False
9182154	CP020623.1	14449448	0.0333334	0.973624	False
9182203	CP020625.1	24655692	0	1	False
9182288	CP020627.1	8374375	0.0795699	0.708735	False
9182425	CP020640.1	22575634	-0.13871	0.322942	False
9182701	CP020628.1	20719671	0	1	False
9182729	CP020636.1	32692878	0	1	False
9183187	CP020629.1	2607568	-0.0430108	0.927762	False
9183192	CP020642.1	33521	0	1	False
9183201	CP020627.1	1901132	-0.0225806	1	False
9183617	CP020641.1	5354823	-0.0634409	0.622808	False
9183760	CP020641.1	19062589	-0.189247	0.144928	False
9183853	CP020633.1	1489884	-0.272043	0.0400868	False
9184152	CP020637.1	13318969	0.134409	0.180461	False
9184166	CP020628.1	3101331	0	1	False
9184169	CP020624.1	2204308	-0.211828	0.159418	False
9184319	CP020627.1	21749936	0	1	False
9184422	CP020631.1	23945603	0	1	False
9184528	CP020632.1	2324572	0.0774193	0.713453	False
9184601	CP020642.1	23319867	-0.0612903	0.737008	False
9184669	CP020634.1	14460309	0	1	False
9184805	CP020644.1	17287725	0.107527	0.512148	False
9184924	CP020624.1	8093506	0	1	False
9185349	CP020623.1	3053465	0.0344086	0.969025	False
9185378	CP020631.1	8910669	-0.0204301	1	False
9185498	CP020628.1	23882108	0	1	False
9185662	CP020628.1	9438954	0	1	False
9185716	CP020621.1	17047089	0.870968	4.30426e-11	True
9186004	CP020635.1	17596466	0	1	False
9186301	CP020630.1	31259163	-0.109677	0.524624	False
9186374	CP020637.1	28543792	0.341935	0.0144815	False
9186601	CP020626.1	31311743	-0.00967744	1	False
9186711	CP020631.1	20076444	0	1	False
9186771	CP020637.1	10284940	-0.175269	0.239889	False
9186905	CP020628.1	5447621	-0.0967742	0.244047	False
9186953	CP020621.1	515533	0.00107527	1	False
9187223	CP020633.1	3419825	0.1	0.221263	False
9187309	CP020638.1	14654858	0.00860214	1	False
9187386	CP020630.1	13214650	0.0849462	0.67572	False
9187396	CP020624.1	28953200	0.0139785	1	False
9187677	CP020628.1	8429939	0.0591398	0.791747	False
9187908	CP020625.1	33490188	0	1	False
9187922	CP020622.1	18175790	0.175269	0.239889	False
9188034	CP020640.1	22574966	-0.141935	0.361634	False
9188284	CP020644.1	16794844	-0.192473	0.063851	False
9188621	CP020621.1	34463118	0	1	False
9188902	CP020634.1	29120534	0.187097	0.184969	False
9188977	CP020637.1	24833109	0.0032258	1	False
9189092	CP020627.1	21182553	0.125806	0.32382	False
9189172	CP020630.1	5468233	-0.0182796	1	False
9189181	CP020629.1	27417910	0.210753	0.158739	False
9189221	CP020642.1	25538663	-0.246237	0.0946772	False
9189237	CP020636.1	16492196	0	1	False
9189268	CP020642.1	1580053	-0.126882	0.273728	False
9189372	CP020642.1	9024941	0.0526882	0.870287	False
9189445	CP020621.1	36251055	0.156989	0.234324	False
9190216	CP020632.1	29815106	0	1	False
9190640	CP020632.1	445847	0.0344086	0.969025	False
9190734	CP020637.1	21918662	0	1	False
9191016	CP020636.1	33226244	0.1	0.221263	False
9191041	CP020642.1	1592630	0.11828	0.491734	False
9191351	CP020628.1	23965246	0.0548387	0.85102	False
9191377	CP020629.1	5032100	-0.0634409	0.622808	False
9191622	CP020643.1	15430969	0.0204301	1	False
9191796	CP020636.1	32267798	0	1	False
9191911	CP020630.1	16716860	0	1	False
9192182	CP020642.1	26136685	0	1	False
9192190	CP020636.1	26749630	0	1	False
9192207	CP020639.1	24755290	0	1	False
9192286	CP020637.1	28127019	0.055914	0.839507	False
9193177	CP020627.1	15119873	0	1	False
9193220	CP020634.1	20765548	0.0333334	0.973624	False
9193269	CP020633.1	13367601	-0.108602	0.519773	False
9193319	CP020632.1	8004285	0	1	False
9193352	CP020622.1	20634902	0.0365591	0.957978	False
9193477	CP020635.1	25087661	0.0709677	0.68308	False
9193539	CP020634.1	20784961	-0.150538	0.347698	False
9193760	CP020621.1	9973466	0.572043	2.20237e-05	False
9193979	CP020628.1	25029343	-0.0473118	0.905799	False
9194193	CP020624.1	15509506	0	1	False
9194294	CP020632.1	11836779	0	1	False
9194328	CP020627.1	3316673	0.0462366	0.911632	False
9194350	CP020624.1	16684988	0.0784946	0.71171	False
9194800	CP020636.1	22590887	0	1	False
9194902	CP020622.1	8566635	0.055914	0.839507	False
9194951	CP020631.1	21928915	-0.205376	0.124372	False
9195030	CP020624.1	6931701	0	1	False
9195189	CP020628.1	1365928	0.0913978	0.572829	False
9195197	CP020638.1	7537516	0.0774193	0.713453	False
9195533	CP020637.1	23707354	-0.106452	0.501112	False
9196721	CP020638.1	21728904	-0.0258065	1	False
9196873	CP020634.1	6712078	0.115054	0.517855	False
9197224	CP020641.1	31631815	-0.0322581	1	False
9197350	CP020638.1	104269	-0.0247312	1	False
9197423	CP020637.1	12887153	-0.0763441	0.713849	False
9197490	CP020641.1	522950	0.216129	0.14434	False
9197536	CP020625.1	28042246	0	1	False
9198039	CP020641.1	19688112	-0.139785	0.339851	False
9198092	CP020630.1	4789023	0	1	False
9198439	CP020637.1	21300713	0	1	False
9198504	CP020633.1	25699306	-0.0107527	1	False
9198837	CP020628.1	1013814	0	1	False
9198962	CP020636.1	24186579	-0.0322581	1	False
9199414	CP020624.1	5621028	-0.174194	0.231412	False
9199527	CP020633.1	31699257	0.0892473	0.619679	False
9199753	CP020640.1	22269439	0.247312	0.0919754	False
9199911	CP020637.1	1559833	0	1	False
9199943	CP020628.1	25627345	0.102151	0.39187	False
9199954	CP020635.1	9490609	0	1	False
9200560	CP020642.1	5813108	0	1	False
9200783	CP020644.1	20178845	0.101075	0.327311	False
9201134	CP020627.1	33215187	-0.0526882	0.870287	False
9201240	CP020638.1	221148	0.0677419	0.575671	False
9201660	CP020628.1	1964176	0	1	False
9201808	CP020629.1	26793749	-0.202151	0.0731611	False
9201988	CP020634.1	15872826	-0.0322581	1	False
9202053	CP020631.1	14325060	0.0387096	0.947758	False
9202146	CP020641.1	3284250	-0.0569893	0.826241	False
9202227	CP020629.1	80538	0	1	False
9202426	CP020622.1	11619193	-0.0612903	0.737008	False
9202795	CP020625.1	19000534	0.102151	0.39187	False
9202899	CP020634.1	17362180	-0.123656	0.396075	False
9202978	CP020638.1	29842322	-0.0634409	0.622808	False
9202990	CP020627.1	13503036	0.102151	0.39187	False
9203367	CP020638.1	12216233	-0.0258065	1	False
9204133	CP020632.1	7993925	0	1	False
9204259	CP020634.1	15586483	0.0118279	1	False
9204329	CP020621.1	7738087	-0.0268817	1	False
9204355	CP020641.1	28060277	0	1	False
9204396	CP020631.1	19348536	0	1	False
9204438	CP020634.1	7722765	0.0172043	1	False
9205157	CP020643.1	19222992	0.115054	0.517855	False
9205250	CP020623.1	29270843	0.0204301	1	False
9205372	CP020638.1	28567265	-0.110753	0.527127	False
9205581	CP020637.1	11884244	-0.0903226	0.598546	False
9206226	CP020642.1	12558572	0	1	False
9206299	CP020622.1	20121833	-0.119355	0.478812	False
9206510	CP020644.1	1533582	-0.12043	0.463325	False
9206588	CP020627.1	33639215	-0.106452	0.501112	False
9206602	CP020637.1	6156955	0.112903	0.526105	False
9206657	CP020635.1	10213550	-0.044086	0.922566	False
9206949	CP020627.1	1824336	-0.122581	0.4227	False
9207014	CP020627.1	22429242	-0.28172	0.0476395	False
9207771	CP020630.1	29194719	-0.107527	0.512148	False
9208349	CP020625.1	29501640	0	1	False
9208614	CP020630.1	29420037	0	1	False
9209014	CP020623.1	31988853	0	1	False
9209294	CP020643.1	11677109	0	1	False
9209431	CP020636.1	7859110	0	1	False
9209551	CP020621.1	36011392	-0.0268817	1	False
9209782	CP020638.1	3656963	-0.0268817	1	False
9210357	CP020633.1	23432706	-0.0322581	1	False
9210466	CP020641.1	5010669	0.0688172	0.631695	False
9210681	CP020628.1	9330627	0.0666667	0.450577	False
9211420	CP020639.1	12870403	0	1	False
9211441	CP020631.1	13166167	-0.315054	0.0238005	False
9211511	CP020639.1	209303	0	1	False
9211612	CP020637.1	32103984	0.0569892	0.826241	False
9211740	CP020625.1	3585600	-0.212903	0.158279	False
9212165	CP020630.1	31938524	-0.0612903	0.737008	False
9212209	CP020635.1	28934038	0	1	False
9212437	CP020630.1	16685681	0.088172	0.637327	False
9213384	CP020626.1	22707325	0	1	False
9213534	CP020631.1	8908588	0	1	False
9214081	CP020644.1	9799676	0	1	False
9214115	CP020635.1	26467794	-0.0956989	0.366516	False
9214479	CP020635.1	524294	0	1	False
9214545	CP020630.1	2057363	0.101075	0.327311	False
9214579	CP020624.1	25933108	-0.0817205	0.699265	False
9214788	CP020631.1	25544308	0.192473	0.063851	False
9215149	CP020626.1	26369696	0.0129032	1	False
9215202	CP020639.1	79700	0.0344086	0.969025	False
9215258	CP020624.1	29511010	-0.250538	0.0759131	False
9215758	CP020644.1	3650279	-0.0322581	1	False
9215830	CP020638.1	25875032	-0.0215054	1	False
9216411	CP020640.1	18998440	-0.0548387	0.85102	False
9216630	CP020630.1	3003106	0	1	False
9216727	CP020622.1	314291	0.0376344	0.952798	False
9216995	CP020636.1	3918774	0	1	False
9217005	CP020641.1	27420126	0.0494623	0.89311	False
9217013	CP020644.1	8634138	0	1	False
9217065	CP020639.1	2792911	-0.136559	0.271313	False
9217520	CP020623.1	554988	-0.370968	0.00429243	False
9217775	CP020622.1	22946576	0.136559	0.271313	False
9217985	CP020634.1	17020925	0.282796	0.0435417	False
9217988	CP020641.1	17643378	-0.143011	0.367817	False
9218167	CP020644.1	1713739	0	1	False
9218348	CP020633.1	22368268	-0.169892	0.162166	False
9218681	CP020632.1	8412187	0	1	False
9219001	CP020633.1	885875	0	1	False
9219028	CP020634.1	27987447	0.055914	0.839507	False
9219219	CP020627.1	14545160	0	1	False
9219249	CP020631.1	20544727	0	1	False
9219276	CP020635.1	24737778	0.302151	0.0100709	False
9219277	CP020632.1	28120428	0.150538	0.347698	False
9219303	CP020628.1	25537396	0.00860214	1	False
9219406	CP020634.1	5593228	0	1	False
9219435	CP020643.1	9448208	0.0698925	0.66333	False
9219440	CP020644.1	16815027	0.150538	0.347698	False
9219574	CP020641.1	23553098	0	1	False
9219794	CP020622.1	22409264	0.289247	0.0090543	False
9220030	CP020632.1	485585	-0.00860217	1	False
9220106	CP020621.1	23009457	-0.368817	0.00227542	False
9220300	CP020621.1	8738691	0.334409	0.00299896	False
9220353	CP020626.1	14193708	0.0333334	0.973624	False
9220365	CP020625.1	33794922	-0.146237	0.371811	False
9220552	CP020628.1	24790046	0.0258064	1	False
9220698	CP020625.1	11673759	0	1	False
9220894	CP020627.1	12991460	0.0838709	0.684937	False
9221138	CP020623.1	13960240	0	1	False
9221183	CP020637.1	6534662	0.112903	0.526105	False
9221427	CP020633.1	30916130	0.0376344	0.952798	False
9221474	CP020627.1	12507411	-0.16129	0.066262	False
9221557	CP020636.1	10086820	0.272043	0.0400868	False
9221819	CP020627.1	29816517	0.0774193	0.713453	False
9221872	CP020644.1	22754498	0	1	False
9222123	CP020640.1	25206266	0.0666667	0.450577	False
9222207	CP020626.1	14777481	-0.0602151	0.768103	False
9222287	CP020624.1	2566814	0.0666667	0.450577	False
9222478	CP020642.1	5981119	0.272043	0.0400868	False
9222615	CP020631.1	1747614	0	1	False
9222638	CP020629.1	16361242	0.00537634	1	False
9222701	CP020639.1	10712253	-0.186022	0.200916	False
9222921	CP020643.1	2960407	0.173118	0.219929	False
9223401	CP020621.1	28922710	0.0344086	0.969025	False
9223766	CP020641.1	10146513	0.0537634	0.861184	False
9224009	CP020626.1	29120143	0.241935	0.0911653	False
9224088	CP020643.1	477104	0	1	False
9224332	CP020638.1	8749401	0.0505376	0.886108	False
9224594	CP020637.1	32563410	0.0892473	0.619679	False
9224711	CP020640.1	24820691	-0.178495	0.250315	False
9224840	CP020632.1	19003745	-0.0784946	0.71171	False
9225154	CP020633.1	21892267	0.016129	1	False
9225488	CP020633.1	33114739	-0.0946237	0.444854	False
9225595	CP020637.1	2559485	-0.170968	0.185976	False
9225614	CP020644.1	2735539	-0.174194	0.231412	False
9225727	CP020626.1	27209106	0.188172	0.166369	False
9225879	CP020641.1	27747055	0	1	False
9225921	CP020622.1	549876	0.207527	0.14489	False
9226395	CP020627.1	32322916	0	1	False
9226494	CP020625.1	33865244	-0.0967742	0.244047	False
9226541	CP020626.1	2224744	0	1	False
9226826	CP020625.1	3585691	-0.0322581	1	False
9226827	CP020631.1	26247736	-0.234409	0.0260371	False
9226973	CP020634.1	8435462	-0.169892	0.162166	False
9227061	CP020625.1	6040450	0	1	False
9227113	CP020641.1	5669861	0.0870968	0.652231	False
9227120	CP020642.1	25871721	0	1	False
9227185	CP020623.1	13699939	0	1	False
9227223	CP020629.1	29210904	-0.141935	0.361634	False
9227263	CP020628.1	24301322	-0.307527	0.0265736	False
9227757	CP020622.1	22966716	-0.107527	0.512148	False
9227803	CP020644.1	2138880	0.00215054	1	False
9227947	CP020637.1	25874103	-0.0290322	1	False
